Account;Vendor Name;Document type;Reference;Document Date;Document currency;Amount in doc. curr.;Clearing Document;Document Number;Text;Document Header Text;Net due date;Payment block;Payment Method
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN431956;01/01/2017;GBP;-56,80;;1001019859;;MIG_VEN_OI_730;15/02/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN431977;01/01/2017;GBP;-347,25;;1001019860;;MIG_VEN_OI_731;15/02/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432280;01/01/2017;GBP;-70,50;;1001019861;;MIG_VEN_OI_732;15/02/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432307;01/01/2017;GBP;-176,25;;1001019862;;MIG_VEN_OI_733;15/02/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432377;03/01/2017;GBP;-211,00;;1001019863;;MIG_VEN_OI_734;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432679;06/01/2017;GBP;-3 192,00;;1001019864;;MIG_VEN_OI_735;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432704;06/01/2017;GBP;-7,41;;1001019865;;MIG_VEN_OI_736;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432624;06/01/2017;GBP;-65,40;;1001019866;;MIG_VEN_OI_737;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432625;06/01/2017;GBP;-196,53;;1001019867;;MIG_VEN_OI_738;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432628;06/01/2017;GBP;-2 490,00;;1001019868;;MIG_VEN_OI_739;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432971;13/01/2017;GBP;-11,59;;1001019869;;MIG_VEN_OI_740;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170002;31/01/2017;GBP;-81,15;;1001019870;;MIG_VEN_OI_741;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432627;01/02/2017;GBP;-228,00;;1001019871;;MIG_VEN_OI_742;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN433930;03/02/2017;GBP;-9,00;;1001019872;;MIG_VEN_OI_743;15/04/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;AV IN434222;08/02/2017;GBP;49,00;;1001019873;;MIG_VEN_OI_744;15/03/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN434320;10/02/2017;GBP;-10,00;;1001019874;;MIG_VEN_OI_745;15/04/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN434318;10/02/2017;GBP;-122,83;;1001019875;;MIG_VEN_OI_746;15/04/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN434432;10/02/2017;GBP;-5 907,00;;1001019876;;MIG_VEN_OI_747;15/04/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170006;22/02/2017;GBP;-596,20;;1001019877;;MIG_VEN_OI_748;15/04/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170007;28/02/2017;GBP;-64,92;;1001019878;;MIG_VEN_OI_749;15/04/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN435855;06/03/2017;GBP;-183,73;;1001019879;;MIG_VEN_OI_750;15/05/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170010;31/03/2017;GBP;-81,15;;1001019880;;MIG_VEN_OI_751;15/05/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN437617;07/04/2017;GBP;-4,65;;1001019881;;MIG_VEN_OI_752;15/06/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN438148;21/04/2017;GBP;-155,80;;1001019882;;MIG_VEN_OI_753;15/06/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN438149;21/04/2017;GBP;-288,00;;1001019883;;MIG_VEN_OI_754;15/06/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN438337;24/04/2017;GBP;-1 299,54;;1001019884;;MIG_VEN_OI_755;15/06/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170012;28/04/2017;GBP;-76,15;;1001019885;;MIG_VEN_OI_756;15/06/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170013;28/04/2017;GBP;-81,15;;1001019886;;MIG_VEN_OI_757;15/06/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;AVIN439217;10/05/2017;GBP;288,00;;1001019887;;MIG_VEN_OI_758;15/06/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN0439466;12/05/2017;GBP;-33,60;;1001019888;;MIG_VEN_OI_759;15/07/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170016;31/05/2017;GBP;-32,46;;1001019889;;MIG_VEN_OI_760;15/07/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN440400;01/06/2017;GBP;-241,50;;1001019890;;MIG_VEN_OI_761;15/08/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170018;30/06/2017;GBP;-16,23;;1001019891;;MIG_VEN_OI_762;15/08/2017;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN415901;01/01/2017;GBP;-1 860,00;;1001020032;;MIG_VEN_OI_903;15/03/2016;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN418266;01/01/2017;GBP;-2 155,09;;1001020033;;MIG_VEN_OI_904;15/04/2016;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN419394;01/01/2017;GBP;-5 541,66;;1001020034;;MIG_VEN_OI_905;15/05/2016;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN419399;01/01/2017;GBP;-13 854,15;;1001020035;;MIG_VEN_OI_906;15/05/2016;;T
213264;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN419962;01/01/2017;GBP;-652,38;;1001020036;;MIG_VEN_OI_907;15/05/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2118000284;05/01/2018;EUR;-44,32;;602000003;;;28/02/2018;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2117001482;16/08/2017;USD;-10,00;;602000046;;;30/09/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2117004871;20/10/2017;USD;-16,50;;602000118;;;30/11/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2118001753;06/02/2018;USD;-7 040,00;;602000123;;;31/03/2018;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2117005367;01/11/2017;GBP;-129,01;;602000154;;;31/12/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2117006920;01/12/2017;USD;-63,20;;602000201;;;31/12/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2118003750;27/03/2018;USD;-101,48;;602000242;;RECHARGE ILS-02/2018;26/04/2018;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2117003660-ILS;28/09/2017;USD;-6 964,17;;602000284;;ALAUKABTILS8/17-7/18-C678;15/11/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2117005284-ILS;30/10/2017;USD;-101,46;;602000285;;ALAUK ABT ILS CONSO 09/17;15/12/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2117006671-ILS;28/11/2017;USD;-101,44;;602000286;;ALAUK ABT ILS CONSO 10/17;15/01/2018;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2117007858-ILS;31/12/2017;USD;-101,39;;602000287;;ALAUK ABT ILS CONSO 11/17;14/02/2018;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2118004164;05/04/2018;USD;-7 040,00;;602000300;;;31/05/2018;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KE;2118009268;31/08/2018;USD;-203,41;;602000609;;ALA UK ILS 04-05/2018;31/10/2018;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;KF;2118001150 REGUL;25/01/2018;USD;-17,88;;602000813;;ALA UK REGUL (ALA INC ERR;31/03/2018;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160025;01/01/2017;USD;-101,62;;1001019892;;MIG_VEN_OI_763;15/06/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160034;01/01/2017;USD;-101,56;;1001019893;;MIG_VEN_OI_764;15/07/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160038;01/01/2017;USD;-101,53;;1001019894;;MIG_VEN_OI_765;15/08/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160044;01/01/2017;USD;-101,61;;1001019895;;MIG_VEN_OI_766;15/09/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160045;01/01/2017;USD;-6 660,00;;1001019896;;MIG_VEN_OI_767;15/09/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160051;01/01/2017;USD;-101,65;;1001019897;;MIG_VEN_OI_768;15/10/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160053;01/01/2017;USD;-101,57;;1001019898;;MIG_VEN_OI_769;15/11/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160056;01/01/2017;USD;-101,41;;1001019899;;MIG_VEN_OI_770;15/12/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160064;01/01/2017;USD;-101,39;;1001019900;;MIG_VEN_OI_771;15/01/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN420096;01/01/2017;USD;-136,65;;1001019901;;MIG_VEN_OI_772;15/06/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN422946;01/01/2017;USD;-10 643,25;;1001019902;;MIG_VEN_OI_773;15/07/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN424514;01/01/2017;USD;-117,20;;1001019903;;MIG_VEN_OI_774;15/09/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN424711;01/01/2017;USD;-10 643,25;;1001019904;;MIG_VEN_OI_775;15/09/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN0426190;01/01/2017;USD;-3 324,00;;1001019905;;MIG_VEN_OI_776;15/10/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN430160;01/01/2017;USD;-10 643,25;;1001019906;;MIG_VEN_OI_777;15/12/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN430268;01/01/2017;USD;-189,20;;1001019907;;MIG_VEN_OI_778;15/12/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN432626;06/01/2017;USD;-69,30;;1001019908;;MIG_VEN_OI_779;15/03/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170001;30/01/2017;USD;-202,75;;1001019909;;MIG_VEN_OI_780;15/03/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN434040;06/02/2017;USD;-1 718,30;;1001019910;;MIG_VEN_OI_781;15/04/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN434434;10/02/2017;USD;-822,00;;1001019911;;MIG_VEN_OI_782;15/04/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170003;14/02/2017;USD;-101,23;;1001019912;;MIG_VEN_OI_783;15/04/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN435369;01/03/2017;USD;-10 643,25;;1001019913;;MIG_VEN_OI_784;15/04/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN435370;01/03/2017;USD;-2 356,00;;1001019914;;MIG_VEN_OI_785;15/04/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170009;27/03/2017;USD;-101,25;;1001019915;;MIG_VEN_OI_786;15/05/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN437325;01/04/2017;USD;-365,00;;1001019916;;MIG_VEN_OI_787;15/05/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170011;25/04/2017;USD;-101,32;;1001019917;;MIG_VEN_OI_788;15/06/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN0438713;01/05/2017;USD;-17,90;;1001019918;;MIG_VEN_OI_789;15/06/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN438879;04/05/2017;USD;-274,00;;1001019919;;MIG_VEN_OI_790;15/07/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN439243;11/05/2017;USD;-295,89;;1001019920;;MIG_VEN_OI_791;15/07/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN439266;11/05/2017;USD;-146,00;;1001019921;;MIG_VEN_OI_792;15/07/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170014;12/05/2017;USD;-101,38;;1001019922;;MIG_VEN_OI_793;15/07/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN440399;01/06/2017;USD;-58,20;;1001019923;;MIG_VEN_OI_794;15/08/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN0440401;01/06/2017;USD;-840,00;;1001019924;;MIG_VEN_OI_795;15/08/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN0440967;09/06/2017;USD;-924,00;;1001019925;;MIG_VEN_OI_796;15/08/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;170017;27/06/2017;USD;-101,29;;1001019926;;MIG_VEN_OI_797;15/08/2017;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN415634;01/01/2017;USD;-342,48;;1001019994;;MIG_VEN_OI_865;15/03/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN415931;01/01/2017;USD;-10 643,25;;1001019995;;MIG_VEN_OI_866;15/03/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN416947;01/01/2017;USD;-143,33;;1001019996;;MIG_VEN_OI_867;15/03/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN416948;01/01/2017;USD;-450,00;;1001019997;;MIG_VEN_OI_868;15/03/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN417401;01/01/2017;USD;-1 292,15;;1001019998;;MIG_VEN_OI_869;15/04/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN418819;01/01/2017;USD;-528,90;;1001019999;;MIG_VEN_OI_870;15/05/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN418863;01/01/2017;USD;-38,00;;1001020000;;MIG_VEN_OI_871;15/05/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;IN420041;01/01/2017;USD;-1 582,00;;1001020001;;MIG_VEN_OI_872;15/05/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160001;01/01/2017;USD;-101,73;;1001020002;;MIG_VEN_OI_873;15/03/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160014;01/01/2017;USD;-101,56;;1001020003;;MIG_VEN_OI_874;15/05/2016;;T
213265;ALA-ADVANCED LOGISTICS FOR AEROSPAC;ZA;160006;01/01/2017;USD;-101,44;;1001020004;;MIG_VEN_OI_875;15/04/2016;;T
213275;STACEM;KA;00259500;29/03/2019;EUR;-694,09;;601011387;;;28/05/2019;;T
213275;STACEM;KA;00259501;29/03/2019;EUR;-1 607,05;;601011390;;;28/05/2019;;T
213275;STACEM;KA;00259502;29/03/2019;EUR;-891,97;;601011393;;;28/05/2019;;T
213275;STACEM;KA;00259503;29/03/2019;EUR;-195,10;;601011394;;;28/05/2019;;T
213275;STACEM;KA;00259504;29/03/2019;EUR;-369,84;;601011396;;;28/05/2019;;T
213275;STACEM;KA;00259505;29/03/2019;EUR;-343,73;;601011398;;;28/05/2019;;T
213275;STACEM;KA;00259506;29/03/2019;EUR;-455,77;;601011400;;;28/05/2019;;T
213275;STACEM;KA;00259507;29/03/2019;EUR;-162,40;;601011402;;;28/05/2019;;T
213275;STACEM;KA;00259508;29/03/2019;EUR;-87,55;;601011404;;;28/05/2019;;T
213275;STACEM;KA;00259509;29/03/2019;EUR;-251,77;;601011406;;;28/05/2019;;T
213275;STACEM;KA;00259510;29/03/2019;EUR;-3 145,75;;601011409;;;28/05/2019;;T
213275;STACEM;KA;00259511;29/03/2019;EUR;-300,89;;601011411;;;28/05/2019;;T
213275;STACEM;KA;00259512;29/03/2019;EUR;-1 462,44;;601011412;;;28/05/2019;;T
213275;STACEM;KA;00259513;29/03/2019;EUR;-1 238,89;;601011414;;;28/05/2019;;T
213275;STACEM;KA;00259514;29/03/2019;EUR;-1 240,33;;601011416;;;28/05/2019;;T
213275;STACEM;KA;00259515;29/03/2019;EUR;-300,46;;601011418;;;28/05/2019;;T
213275;STACEM;KA;00259516;29/03/2019;EUR;-3 516,16;;601011420;;;28/05/2019;;T
213275;STACEM;KA;00259517;29/03/2019;EUR;-284,17;;601011422;;;28/05/2019;;T
213275;STACEM;KA;00259518;29/03/2019;EUR;-6 157,69;;601011425;;;28/05/2019;;T
213275;STACEM;KA;00259519;29/03/2019;EUR;-320,08;;601011427;;;28/05/2019;;T
213275;STACEM;KA;00259520;29/03/2019;EUR;-893,44;;601011429;;;28/05/2019;;T
213275;STACEM;KA;00259521;29/03/2019;EUR;-465,08;;601011432;;;28/05/2019;;T
213275;STACEM;KA;00259522;29/03/2019;EUR;-602,88;;601011434;;;28/05/2019;;T
213275;STACEM;KA;00259523;29/03/2019;EUR;-556,90;;601011437;;;28/05/2019;;T
213275;STACEM;KA;00259524;29/03/2019;EUR;-1 420,10;;601011439;;;28/05/2019;;T
213275;STACEM;KA;00259525;29/03/2019;EUR;-1 439,32;;601011441;;;28/05/2019;;T
213275;STACEM;KA;00259526;29/03/2019;EUR;-886,36;;601011443;;;28/05/2019;;T
213275;STACEM;KA;00259527;29/03/2019;EUR;-53,77;;601011445;;;28/05/2019;;T
213275;STACEM;KA;00259528;29/03/2019;EUR;-1 488,00;;601011447;;;28/05/2019;;T
213275;STACEM;KA;00259530;29/03/2019;EUR;-88,38;;601011449;;;28/05/2019;;T
213275;STACEM;KA;00260047;29/03/2019;EUR;-2 332,57;;601011452;;;28/05/2019;;T
213275;STACEM;KA;00260048;29/03/2019;EUR;-566,92;;601011454;;;28/05/2019;;T
213275;STACEM;KA;00260049;29/03/2019;EUR;-105,02;;601011455;;;28/05/2019;;T
213275;STACEM;KA;00260050;29/03/2019;EUR;-675,61;;601011456;;;28/05/2019;;T
213275;STACEM;KA;00260051;29/03/2019;EUR;-348,26;;601011458;;;28/05/2019;;T
213275;STACEM;KA;00260052;29/03/2019;EUR;-172,57;;601011460;;;28/05/2019;;T
213275;STACEM;KA;00260053;29/03/2019;EUR;-218,04;;601011462;;;28/05/2019;;T
213275;STACEM;KA;00260054;29/03/2019;EUR;-1 440,72;;601011464;;;28/05/2019;;T
213275;STACEM;KA;00260055;29/03/2019;EUR;-500,89;;601011466;;;28/05/2019;;T
213275;STACEM;KA;00260056;29/03/2019;EUR;-124,96;;601011468;;;28/05/2019;;T
213275;STACEM;KA;00260057;29/03/2019;EUR;-2 427,60;;601011470;;;28/05/2019;;T
213275;STACEM;KA;00260058;29/03/2019;EUR;-1 223,34;;601011472;;;28/05/2019;;T
213275;STACEM;KA;00260059;29/03/2019;EUR;-2 277,18;;601011474;;;28/05/2019;;T
213275;STACEM;KA;00260060;29/03/2019;EUR;-1 396,88;;601011477;;;28/05/2019;;T
213275;STACEM;KA;00260061;29/03/2019;EUR;-188,77;;601011479;;;28/05/2019;;T
213275;STACEM;KA;00260062;29/03/2019;EUR;-368,89;;601011482;;;28/05/2019;;T
213275;STACEM;KA;00260063;29/03/2019;EUR;-2 654,42;;601011484;;;28/05/2019;;T
213275;STACEM;KA;00260064;29/03/2019;EUR;-435,97;;601011486;;;28/05/2019;;T
213275;STACEM;KA;00260065;29/03/2019;EUR;-602,89;;601011487;;;28/05/2019;;T
213275;STACEM;KA;259529;29/03/2019;EUR;-12 074,54;;601011570;;;28/05/2019;;T
213275;STACEM;KB;AV260943-254320;25/04/2019;EUR;13,24;;601011918;;AVOIR / NON CONFORMITE;25/04/2019;;T
213275;STACEM;KA;261312;30/04/2019;EUR;-685,93;;601011980;;;30/06/2019;;T
213275;STACEM;KA;261313;30/04/2019;EUR;-561,61;;601011981;;;30/06/2019;;T
213275;STACEM;KA;261314;30/04/2019;EUR;-710,40;;601011982;;;30/06/2019;;T
213275;STACEM;KA;261315;30/04/2019;EUR;-111,97;;601011983;;;30/06/2019;;T
213275;STACEM;KA;261316;30/04/2019;EUR;-2 236,72;;601011984;;;29/06/2019;;T
213275;STACEM;KA;261317;30/04/2019;EUR;-393,41;;601011985;;;30/06/2019;;T
213275;STACEM;KA;261318;30/04/2019;EUR;-623,53;;601011986;;;30/06/2019;;T
213275;STACEM;KA;261319;30/04/2019;EUR;-518,40;;601011987;;;30/06/2019;;T
213275;STACEM;KA;261320;30/04/2019;EUR;-390,74;;601011988;;;30/06/2019;;T
213275;STACEM;KA;261321;30/04/2019;EUR;-29,39;;601011989;;;30/06/2019;;T
213275;STACEM;KA;261322;30/04/2019;EUR;-50,83;;601011990;;;30/06/2019;;T
213275;STACEM;KA;261323;30/04/2019;EUR;-102,13;;601011991;;;30/06/2019;;T
213275;STACEM;KA;261326;30/04/2019;EUR;-651,61;;601011992;;;30/06/2019;;T
213275;STACEM;KA;261327;30/04/2019;EUR;-80,32;;601011993;;;30/06/2019;;T
213275;STACEM;KA;261328;30/04/2019;EUR;-188,36;;601011994;;;30/06/2019;;T
213275;STACEM;KA;261329;30/04/2019;EUR;-121,84;;601011995;;;30/06/2019;;T
213275;STACEM;KA;261330;30/04/2019;EUR;-2 932,56;;601011996;;;30/06/2019;;T
213275;STACEM;KA;261331;30/04/2019;EUR;-754,10;;601011997;;;30/06/2019;;T
213275;STACEM;KA;261332;30/04/2019;EUR;-440,17;;601011998;;;30/06/2019;;T
213275;STACEM;KA;261333;30/04/2019;EUR;-273,61;;601011999;;;30/06/2019;;T
213275;STACEM;KA;261334;30/04/2019;EUR;-1 642,57;;601012000;;;30/06/2019;;T
213275;STACEM;KA;261335;30/04/2019;EUR;-2 935,75;;601012001;;;30/06/2019;;T
213275;STACEM;KA;261336;30/04/2019;EUR;-335,53;;601012002;;;30/06/2019;;T
213275;STACEM;KA;261337;30/04/2019;EUR;-13,24;;601012003;;;30/06/2019;;T
213275;STACEM;KA;261862;30/04/2019;EUR;-367,03;;601012004;;;30/06/2019;;T
213275;STACEM;KA;261863;30/04/2019;EUR;-986,06;;601012005;;;30/06/2019;;T
213275;STACEM;KA;261864;30/04/2019;EUR;-346,00;;601012006;;;30/06/2019;;T
213275;STACEM;KA;261865;30/04/2019;EUR;-661,93;;601012007;;;30/06/2019;;T
213275;STACEM;KA;261866;30/04/2019;EUR;-58,07;;601012008;;;29/06/2019;;T
213275;STACEM;KA;261867;30/04/2019;EUR;-992,41;;601012009;;;30/06/2019;;T
213275;STACEM;KA;261868;30/04/2019;EUR;-1 979,05;;601012010;;;30/06/2019;;T
213275;STACEM;KA;261869;30/04/2019;EUR;-138,00;;601012011;;;30/06/2019;;T
213275;STACEM;KA;261870;30/04/2019;EUR;-1 054,13;;601012012;;;30/06/2019;;T
213275;STACEM;KA;261871;30/04/2019;EUR;-18,86;;601012013;;;30/06/2019;;T
213275;STACEM;KA;261872;30/04/2019;EUR;-523,20;;601012014;;;30/06/2019;;T
213275;STACEM;KA;261873;30/04/2019;EUR;-1 004,00;;601012015;;;30/06/2019;;T
213275;STACEM;KA;261874;30/04/2019;EUR;-235,20;;601012016;;;30/06/2019;;T
213275;STACEM;KA;261875;30/04/2019;EUR;-3 494,92;;601012017;;;30/06/2019;;T
213275;STACEM;KA;261876;30/04/2019;EUR;-1 140,98;;601012018;;;30/06/2019;;T
213275;STACEM;KA;261877;30/04/2019;EUR;-1 266,24;;601012019;;;30/06/2019;;T
213275;STACEM;KA;261878;30/04/2019;EUR;-1 746,97;;601012020;;;30/06/2019;;T
213275;STACEM;KA;261879;30/04/2019;EUR;-92,22;;601012021;;;30/06/2019;;T
213275;STACEM;KA;261880;30/04/2019;EUR;-120,78;;601012022;;;30/06/2019;;T
213275;STACEM;KA;263083;31/05/2019;EUR;-401,24;;601012459;;;31/07/2019;;T
213275;STACEM;KA;263079;31/05/2019;EUR;-186,05;;601012460;;;31/07/2019;;T
213275;STACEM;KA;263080;31/05/2019;EUR;-1 165,45;;601012461;;;31/07/2019;;T
213275;STACEM;KA;263081;31/05/2019;EUR;-247,57;;601012462;;;31/07/2019;;T
213275;STACEM;KA;263082;31/05/2019;EUR;-335,35;;601012463;;;31/07/2019;;T
213275;STACEM;KA;263084;31/05/2019;EUR;-1 617,64;;601012464;;;31/07/2019;;T
213275;STACEM;KA;263085;31/05/2019;EUR;-682,34;;601012465;;;31/07/2019;;T
213275;STACEM;KA;263086;31/05/2019;EUR;-304,80;;601012466;;;31/07/2019;;T
213275;STACEM;KA;263087;31/05/2019;EUR;-1 179,49;;601012467;;;31/07/2019;;T
213275;STACEM;KA;263088;31/05/2019;EUR;-802,33;;601012468;;;31/07/2019;;T
213275;STACEM;KA;263089;31/05/2019;EUR;-490,21;;601012469;;;31/07/2019;;T
213275;STACEM;KA;263090;31/05/2019;EUR;-125,89;;601012470;;;31/07/2019;;T
213275;STACEM;KA;263091;31/05/2019;EUR;-1 143,73;;601012471;;;31/07/2019;;T
213275;STACEM;KA;263092;31/05/2019;EUR;-265,81;;601012472;;;31/07/2019;;T
213275;STACEM;KA;263093;31/05/2019;EUR;-68,38;;601012473;;;31/07/2019;;T
213275;STACEM;KA;263094;31/05/2019;EUR;-260,50;;601012474;;;31/07/2019;;T
213275;STACEM;KA;263095;31/05/2019;EUR;-240,73;;601012475;;;31/07/2019;;T
213275;STACEM;KA;263096;31/05/2019;EUR;-150,97;;601012476;;;31/07/2019;;T
213275;STACEM;KA;263099;31/05/2019;EUR;-632,46;;601012477;;;31/07/2019;;T
213275;STACEM;KA;263100;31/05/2019;EUR;-597,61;;601012478;;;31/07/2019;;T
213275;STACEM;KA;263101;31/05/2019;EUR;-1 215,68;;601012479;;;31/07/2019;;T
213275;STACEM;KA;263102;31/05/2019;EUR;-8 058,97;;601012480;;;31/07/2019;;T
